Tetun (tdt),Mambai (mgm),English (eng),source
,Artúb seri et urá?,Has anyone seen him since?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It glae nei bae dlo?,Where have you looked for your son?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It urá lako dêssáp?,Do you think there is a reason why he disappeared?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Urá nei tel sôp problema antes?,Had he been in trouble before?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It kaben nei kadeia?,Is your husband in prison?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It tad nei kadeia bae dlo?,Do you know which prison?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It leb vizita urá?,Have you been able to visit him?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Urá eta-kode?,Is he in good health?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Urá tou sapid arpil It lao vizita?,What did he tell you when you visited him?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Arpi' l men It kaben ni prosesu komesa?,When will your husband's trial be held?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rom akuza urá dêssáp?,What are the charges against him?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Urá nei advogadu ôd defende urá?,Does he have a lawyer to help him?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It tou It kaben ni problema lao sen?,Whom have you told about his imprisonment?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It gine fotografia It ana-hine ta ni?,Can you show me a photo of your daughter?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Urá gala bae?,What is her name?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It esplika urá ni feitiu mensapa?,Can you describe her to me?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Urá-ni oe-naru ne bada?,Is she tall or short?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Urá-ni naru rat bae?,How tall is she?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Urá-ni ulu mensapa?,What kind of hair does she have?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Urá bokur ne mruma?,Is she stout or thin?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Sen pe ma tom et urá?,Who was the last person to see her?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favór It hakerek mêt nam bae pe en-lao problema rai.,Please write down everything you know about this case.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Am hakarak tou sai lao Krus Vermella.,We will report this to the Red Cross.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Am hei tou sai It arpi' l am tad nam id.,We will inform you as soon as we learn something.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Am sente triste dlo dês sapid pe akontese lao It.,We are very sorry about what happened.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Am hei pun menbae paraôd ajuda It.,We will do everything possible to help you.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au mêt nei familia kid men It.,I have a family just like you.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au tad sapid pe It sente.,I understand how you feel.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It tamau hela nei uma?,Are you afraid to stay at home now?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It hakarak au glae hati la It hela?,Do you want me to find you somewhere safe to stay?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It ma put nor am: It ba leb gnan loi her rai.,Come with us: you can't stay here any longer.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Laularán nei azár.,There has been an accident.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Karreta rua hai lor.,Two cars crashed.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Karreta hai xoke ai-pu kid.,The car crashed into a tree.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Karreta plar sai ôs dambát.,The car ran off the road.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Karreta ra met xoke artúb id lolai oe.,A pedestrian has been run over by a car.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nei artúb seri huga?,Is anyone hurt?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Balikan dlai.,Don't move!,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Kode.,It's all right.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Balikan tamau.,Don't worry.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Sokorru ma agora.,Help is on the way.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Artúb huga nei karreta lala?,There's someone hurt in this car.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Lao hur-hur ôd ajuda.,Please go and get help.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Lao telefone ôd tug ajuda.,Please go and telephone for help.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Hur-hur, hah doutór!","Please get a doctor, quickly!",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nei artúb huga tu.,There are people badly injured here.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Ajuda au hasai ôs karreta.,Help me get them out of the car.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Ma ajuda au fila karreta.,Help me turn the car over.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Hairá tio mêt!,Everyone: lift now!,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Hur-hur, hah polisia!",Please call the police immediately.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Tug rom né karreta-ambulánsia.,Ask them to send an ambulance.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Hua nam id ôd tá tel urá-ni huga.,Get something to bandage this wound.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Urá-ni lar sai niri.,He is losing a lot of blood.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Grasa Maromak It rat ma!,Thank God you've arrived!,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Artúb ra tenke lao lia ospitál.,This person must go straight to hospital.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rai urjente.,It's urgent.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favór id tou sai urá-ni familia.,Please inform his family.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Urá presiza transfuzaun lar ni.,He needs a blood transfusion.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Pun favór It ma pei nudar testemuna.,Would you please come and act as a witness?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Senora Enfermeira, favor id hah doutór ma.","Nurse, please get the doctor.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au moras.,I am in pain.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It né nam-á ma au mua nor enu?,May I please have something to eat (to drink)?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au presiza lao sentina.,I need to go to the toilet.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor id ôd tio hati sok-era ni.,Please bring me a pot (to go to the toilet).,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor id troka lensól.,Please change the sheets.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rom foer tel sôp.,They are dirty.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor id troka bal au xumasu dêsni nei lar.,Please change my pillow.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au lar sai.,There is blood on it.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au ba leb boe dêsni bohaha demais.,I am bleeding.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au brusi demais.,I can't rest because there is too much noise.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au kosar.,I am very hot.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,bakbako.,I am sweating all the time.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It lui au nei hati kalma kid?,Is it possible to put me in a quieter room?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Boe hati rai badún kode kid.,This bed is very uncomfortable.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor id ôd surat-nora nor lapizeira para au ôd hakerek.,Please bring me paper and a pen so I can write a letter.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Au hei hela nei ospitál lelbán pil loi, Senór Doutór?","How long must I stay in hospital, doctor?",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It tenke hela semana kid nei rai.,You must stay here for one more week.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au kode katkene ka?,Am I getting better?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It kondisaun kode katkene.,Your condition is gradually improving.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au tenke sa It hat id loi.,We must give you another injection.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Favor It fila, para au ôd sa It.",Please turn over so that I can give you the injection.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Ada It muda lao kuartu selu.,We will transfer you to another ward tomorrow.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hana vizita Senór X pe baixa nei ospitál rai.,I want to visit Mr. X. who is in this hospital.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Urá nei kuartu sapa?,In what room is he?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favór hati pe baeid?,"Which way, please?",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb au vizita urá agora?,Can I visit him now?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Deskulpa, ba leb.","No, I'm sorry.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It tenke ma sul nei oras vizita ni.,You must come back during visiting hours.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Arpi' l men au leb vizita urá?,When can I visit him?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nei tuku rua nor tuku lim ni lala.,Between two and five o'clock.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Senór (senora) rai gio vizita urá-ni sao.,This lady (gentlemen) wishes to visit his relative.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Doutór sen pe pei au amigu ta?,Which doctor is looking after my friend?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb au gase lao doutór?,May I speak to the doctor?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nei rai nei soldadu?,Are there any soldiers around here?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rom ubu-pil?,How many of them are there?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rom ma ôs rae bae?,What nationality are they?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rom farda kor sapa?,What colour is their uniform?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nei kilat artillaria pil?,How many artillery pieces are there?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nei metralladora pil?,How many machine-guns are there?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nei tankedegerra pil?,How many tanks are there?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nei aviaun pil?,How many planes are there?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It leb deskreve aviaun ni dezenu pil?,Can you describe the aircraft markings?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Men rai?,Were they like this?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It pinta nam ra la au?,Can you draw a sketch for me?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nei larán ....,Are there any ...,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,... kampu aviaun ni,... airfields,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,... hati ôd lui kilat nor munisaun,... arms and ammunition dumps,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,... sentru mensajen ni,... message centres,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,... rae nei minas,... mine fields,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,... fortifikasaun simentu armadu,... pillboxes,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,... estasaun rádiu ni,... radio stations,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,... sentru distribuisaun,... supply depots,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,... fiu-telefone?,... telephone lines?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Tropa sêrgá nei ...,Do the troops have ...,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,... kilat anti-tanke,... antitank guns,Mambai Language Manual (mambai_language_manual_parallel.tsv)
